employee_id,employee_name,role,hiredate,salary,dept_no,email
681,Mary Anderson,Developer,2020-02-16,89045.55,2,mary.anderson@uh.com
682,Daniel Vega,Designer,2022-07-24,44161.33,1,daniel.vega@uh.com
683,Marcus Baxter,Manager,2023-02-14,94342.74,1,marcus.baxter@uh.com
684,Danielle Clark,Developer,2022-04-08,61673.74,1,danielle.clark@uh.com
685,Collin Dennis,Developer,2021-05-07,50562.29,2,collin.dennis@uh.com
686,Monica Woodward,Developer,2022-02-13,50587.1,3,monica.woodward@uh.com
687,Noah White,Developer,2020-10-07,89237.48,1,noah.white@uh.com
688,Andrew Thomas,Analyst,2022-04-12,53381.78,2,andrew.thomas@uh.com
689,Blake Robles,HR,2023-07-02,35689.75,2,blake.robles@uh.com
690,Peggy Stephenson,Analyst,2021-09-24,42271.21,2,peggy.stephenson@uh.com
691,Christina Crawford,Manager,2021-11-12,59688.66,3,christina.crawford@uh.com
692,Kevin Nichols,HR,2021-06-22,94299.78,2,kevin.nichols@uh.com
693,Christine Ayala,Manager,2023-06-22,55400.23,1,christine.ayala@uh.com
694,Darius Kelly,Developer,2021-03-08,48954.98,1,darius.kelly@uh.com
695,Charles Barnett MD,Analyst,2021-07-13,66609.53,2,charles.barnett.md@uh.com
696,Heather Kane,HR,2022-10-26,62181.6,1,heather.kane@uh.com
697,Brittney Carter,Analyst,2020-03-16,93844.76,2,brittney.carter@uh.com
698,Elizabeth Fischer,Designer,2020-03-31,51941.38,1,elizabeth.fischer@uh.com
699,Anthony Pierce,HR,2020-05-06,45128.2,3,anthony.pierce@uh.com
700,Amber Lowery,HR,2021-10-30,51769.66,3,amber.lowery@uh.com
701,Michael Lewis,Manager,2021-08-21,65024.34,2,michael.lewis@uh.com
702,Henry Edwards,Developer,2022-04-23,64861.73,3,henry.edwards@uh.com
703,Keith Hicks,Manager,2023-01-28,77399.86,1,keith.hicks@uh.com
704,Audrey Lewis,Developer,2023-06-14,40151.68,3,audrey.lewis@uh.com
705,Katherine Foster,Manager,2020-02-23,30025.06,3,katherine.foster@uh.com
706,Alejandra Esparza,Analyst,2023-07-06,59604.7,1,alejandra.esparza@uh.com
707,Nicholas Garcia,Analyst,2021-04-09,47060.54,2,nicholas.garcia@uh.com
708,Cody King,Designer,2020-02-20,69088.36,3,cody.king@uh.com
709,Denise Smith,Designer,2020-01-25,47742.25,3,denise.smith@uh.com
710,Scott Martinez,Analyst,2023-04-08,65124.25,1,scott.martinez@uh.com
711,Amber Campbell,Analyst,2020-02-11,87449.54,2,amber.campbell@uh.com
712,Ariel Chaney,HR,2021-11-09,80063.06,3,ariel.chaney@uh.com
713,Jessica Wright,Analyst,2022-06-18,71777.9,3,jessica.wright@uh.com
714,Phillip Sullivan,Designer,2022-08-24,91795.68,2,phillip.sullivan@uh.com
715,John Greer,Designer,2021-01-22,40992.5,2,john.greer@uh.com
716,Lindsay Miller,Developer,2022-12-19,62884.73,2,lindsay.miller@uh.com
717,Laura Washington,HR,2022-05-29,80356.9,1,laura.washington@uh.com
718,Mary Davis,HR,2021-01-16,85804.51,2,mary.davis@uh.com
719,Isaac Chase,Developer,2020-09-20,81551.83,3,isaac.chase@uh.com
720,Joanne Lee,Analyst,2021-01-31,89328.06,1,joanne.lee@uh.com
721,Frances Sharp,Analyst,2023-08-19,83364.31,3,frances.sharp@uh.com
722,Miranda Parks,Analyst,2021-09-18,54943.89,2,miranda.parks@uh.com
723,Brent Fields,Manager,2023-07-28,84027.9,3,brent.fields@uh.com
724,Arthur Palmer,Manager,2021-01-23,50261.72,3,arthur.palmer@uh.com
725,Debra Khan,Analyst,2021-08-13,54198.84,3,debra.khan@uh.com
726,Dr. Denise Carpenter,Designer,2023-06-19,62084.83,1,dr..denise.carpenter@uh.com
727,Anthony Wright,Manager,2023-02-08,80803.49,3,anthony.wright@uh.com
728,Debra Martinez,HR,2023-06-29,70715.81,2,debra.martinez@uh.com
729,Dr. Brittany Edwards MD,Analyst,2020-03-11,95993.84,1,dr..brittany.edwards.md@uh.com
730,Beverly Mcfarland,Manager,2022-08-11,93327.17,1,beverly.mcfarland@uh.com
731,Jennifer Reyes,Developer,2021-09-20,93717.16,2,jennifer.reyes@uh.com
732,Ashley Robinson,Developer,2023-09-16,82924.58,2,ashley.robinson@uh.com
733,Dennis Cervantes,Designer,2021-12-14,78473.91,3,dennis.cervantes@uh.com
734,Kristen Harper,Designer,2023-11-10,58335.31,3,kristen.harper@uh.com
735,Kyle Arnold,HR,2020-04-11,35961.72,1,kyle.arnold@uh.com
736,Amy Stephens,Developer,2022-07-05,31014.49,2,amy.stephens@uh.com
737,Damon Tucker,Developer,2020-10-04,60076.32,2,damon.tucker@uh.com
738,Nicholas Thomas,Analyst,2020-03-26,95905.45,2,nicholas.thomas@uh.com
739,Chelsea Fields,HR,2023-03-10,71293.45,2,chelsea.fields@uh.com
740,Patricia Harrison,Developer,2023-04-10,85743.48,1,patricia.harrison@uh.com
741,Mark Mills,Analyst,2023-06-12,79074.34,3,mark.mills@uh.com
742,Lisa Kline,Developer,2022-06-23,82946.37,2,lisa.kline@uh.com
743,Michele Ortiz,HR,2022-11-05,67704.55,2,michele.ortiz@uh.com
744,Kerry James,HR,2021-09-11,80235.96,2,kerry.james@uh.com
745,Daniel Aguilar,HR,2021-10-09,47637.27,2,daniel.aguilar@uh.com
746,Luis Cross,Manager,2022-03-30,93454.85,1,luis.cross@uh.com
747,Gregory Mitchell,Designer,2021-04-07,70499.62,1,gregory.mitchell@uh.com
748,Michaela Yates,Analyst,2023-03-18,33907.28,1,michaela.yates@uh.com
749,Katie Wilson,Analyst,2021-11-05,36075.13,2,katie.wilson@uh.com
750,Paula Anderson,Developer,2020-12-27,47132.08,3,paula.anderson@uh.com
751,Erin Parsons,Manager,2020-11-30,74089.3,3,erin.parsons@uh.com
752,Adam Brennan,Manager,2022-08-06,58603.5,1,adam.brennan@uh.com
753,Nicole Lawrence,Manager,2021-03-09,75455.47,2,nicole.lawrence@uh.com
754,Regina Morales,Analyst,2023-06-16,60203.59,3,regina.morales@uh.com
755,Megan Lee,Analyst,2022-05-02,64975.16,3,megan.lee@uh.com
756,Todd Bernard,Analyst,2021-01-12,83432.89,2,todd.bernard@uh.com
757,Miranda Harris,Analyst,2022-06-01,95865.07,1,miranda.harris@uh.com
758,Robert Liu,HR,2023-05-05,58893.24,1,robert.liu@uh.com
759,Kimberly Donovan,Developer,2022-07-27,82538.94,3,kimberly.donovan@uh.com
760,Desiree Johnson,Designer,2020-12-30,69223.66,2,desiree.johnson@uh.com
761,Howard Calderon,Manager,2023-10-31,78582.84,1,howard.calderon@uh.com
762,Tracy Garza,Designer,2022-09-02,50603.37,2,tracy.garza@uh.com
763,Mr. Alexis Gillespie,Designer,2022-04-19,82010.61,1,mr..alexis.gillespie@uh.com
764,Kim Bowen,Developer,2021-02-13,95757.62,2,kim.bowen@uh.com
765,Meghan Le,HR,2020-10-10,48534.93,1,meghan.le@uh.com
766,David Soto,Designer,2020-07-10,46577.51,2,david.soto@uh.com
767,Ryan Greene MD,Analyst,2023-03-25,47909.3,2,ryan.greene.md@uh.com
768,Angela Brown,Designer,2020-08-29,65603.13,2,angela.brown@uh.com
769,Juan Turner,Manager,2021-09-13,77702.95,3,juan.turner@uh.com
770,Laura Garrison,HR,2020-12-03,76872.05,2,laura.garrison@uh.com
771,Stephen Robinson,Designer,2022-10-14,52209.52,2,stephen.robinson@uh.com
772,Gabriella Parker,HR,2021-01-04,44128.35,3,gabriella.parker@uh.com
773,Alan Payne,Developer,2021-08-29,45246.51,3,alan.payne@uh.com
774,Spencer Holt,Developer,2021-01-08,55885.0,2,spencer.holt@uh.com
775,Ian Hayes,Analyst,2021-10-18,77013.27,3,ian.hayes@uh.com
776,Darryl Brown,Developer,2020-10-02,89866.88,2,darryl.brown@uh.com
777,Melissa Frazier,Manager,2020-10-29,72726.1,1,melissa.frazier@uh.com
778,Travis Parker,Analyst,2020-01-13,77598.66,2,travis.parker@uh.com
779,Emily Huerta,HR,2021-11-08,51651.52,2,emily.huerta@uh.com
780,David Beasley,Designer,2021-07-05,32145.82,1,david.beasley@uh.com
781,Isaac Mercado,Manager,2020-02-28,88710.07,2,isaac.mercado@uh.com
782,James Sanchez,Designer,2022-04-07,87895.32,2,james.sanchez@uh.com
783,Robert Mitchell,HR,2020-04-27,97204.04,2,robert.mitchell@uh.com
784,Alexandra Ford,Designer,2022-07-10,92568.37,1,alexandra.ford@uh.com
785,Tina Rodriguez,Manager,2022-01-18,97621.89,1,tina.rodriguez@uh.com
786,Christopher Morse,Manager,2021-11-20,35672.89,3,christopher.morse@uh.com
787,David Barron,Designer,2023-07-05,84681.29,1,david.barron@uh.com
788,Christopher Johnson,Designer,2020-08-13,80973.37,1,christopher.johnson@uh.com
789,Rhonda Harrell,Designer,2021-03-21,92283.62,1,rhonda.harrell@uh.com
790,Yvonne Duncan,Designer,2021-05-17,30987.34,2,yvonne.duncan@uh.com
791,Amanda Vaughn,Developer,2023-05-05,82151.91,3,amanda.vaughn@uh.com
792,Christine Harrison,Manager,2021-04-04,64114.56,2,christine.harrison@uh.com
793,Cathy Williams,Manager,2023-10-03,90015.03,1,cathy.williams@uh.com
794,Matthew Perez,HR,2022-02-13,67071.81,3,matthew.perez@uh.com
795,Robert Scott,Analyst,2021-05-08,47917.38,1,robert.scott@uh.com
796,Joshua Ramos,Manager,2023-10-26,68107.81,2,joshua.ramos@uh.com
797,Peter Mcmahon,Manager,2023-04-21,95464.42,1,peter.mcmahon@uh.com
798,Daniel Mccall,Designer,2023-02-26,89272.86,2,daniel.mccall@uh.com
799,Sandra Murphy,HR,2020-07-14,95604.04,2,sandra.murphy@uh.com
800,Brandon Reed,Designer,2023-10-14,95891.01,2,brandon.reed@uh.com
801,Catherine Padilla,HR,2021-09-15,37362.28,2,catherine.padilla@uh.com
802,Maria Harper,Designer,2023-09-03,37412.27,3,maria.harper@uh.com
803,Melissa Higgins,Designer,2020-01-18,54735.6,1,melissa.higgins@uh.com
804,Kelly Summers,Manager,2021-11-03,57707.58,3,kelly.summers@uh.com
805,Aaron Nguyen,Analyst,2020-12-07,65624.4,1,aaron.nguyen@uh.com
806,Deborah Sullivan,Manager,2023-03-10,64098.34,2,deborah.sullivan@uh.com
807,Samantha Todd,HR,2020-08-22,97416.84,1,samantha.todd@uh.com
808,Jaime Brooks,Analyst,2020-10-16,92121.78,3,jaime.brooks@uh.com
809,William Glass,Manager,2021-08-19,81349.37,1,william.glass@uh.com
810,Trevor Wells,Analyst,2020-09-24,41312.54,3,trevor.wells@uh.com
811,Donna Castillo,HR,2020-11-15,89787.0,2,donna.castillo@uh.com
812,Caleb Miller,HR,2020-06-05,37185.09,3,caleb.miller@uh.com
813,Brianna Bradley,Developer,2021-03-10,62128.6,2,brianna.bradley@uh.com
814,Marc Collins,Manager,2020-05-02,78310.94,1,marc.collins@uh.com
815,Michael Graves,Designer,2021-04-12,60452.73,1,michael.graves@uh.com
816,Noah Paul,Developer,2023-05-13,81769.44,1,noah.paul@uh.com
817,Andrew Baldwin,Designer,2021-01-05,83929.12,1,andrew.baldwin@uh.com
818,Angela Cross,Analyst,2021-12-06,39027.45,1,angela.cross@uh.com
819,Matthew Morgan,HR,2022-01-25,65017.17,1,matthew.morgan@uh.com
820,Sarah Good,Analyst,2021-09-22,67430.32,1,sarah.good@uh.com
821,Natasha Ortiz,Designer,2020-09-27,96610.58,1,natasha.ortiz@uh.com
822,Scott Ward,Manager,2021-11-17,37871.74,3,scott.ward@uh.com
823,Michelle Frank,Analyst,2020-12-02,31753.59,3,michelle.frank@uh.com
824,Karen Reed,HR,2020-12-07,39864.72,3,karen.reed@uh.com
825,Tristan Arellano,Designer,2023-09-27,60964.53,3,tristan.arellano@uh.com
826,Mark Ortega,Designer,2020-11-12,91986.51,2,mark.ortega@uh.com
827,Nathan Walker,Analyst,2021-09-16,75151.11,3,nathan.walker@uh.com
828,Evan Jackson,Designer,2023-03-23,58586.82,3,evan.jackson@uh.com
829,Catherine Ramirez,Designer,2023-04-26,34278.65,3,catherine.ramirez@uh.com
830,Angela Woodard,Manager,2022-03-10,56264.41,3,angela.woodard@uh.com
831,Stephanie Fry,Designer,2021-06-21,47732.6,3,stephanie.fry@uh.com
832,Jennifer Rush,Developer,2021-11-22,32901.83,3,jennifer.rush@uh.com
833,Rachel Torres,Manager,2020-05-31,90031.45,3,rachel.torres@uh.com
834,Paige Jones,HR,2020-05-25,67864.38,2,paige.jones@uh.com
835,Melissa Hill,HR,2020-11-03,96027.63,3,melissa.hill@uh.com
836,Alice Gallagher,Manager,2022-02-09,71352.12,2,alice.gallagher@uh.com
837,Charles Scott,Designer,2022-06-15,87455.95,1,charles.scott@uh.com
838,Nathan Logan,Manager,2021-01-02,42096.37,2,nathan.logan@uh.com
839,Zachary Spears,HR,2020-05-02,77390.57,3,zachary.spears@uh.com
840,Clinton Davis Jr.,HR,2022-02-21,78587.67,1,clinton.davis.jr.@uh.com
841,Andrea Evans,Developer,2022-06-10,78545.09,1,andrea.evans@uh.com
842,Michael Harper,Developer,2022-02-01,34265.4,3,michael.harper@uh.com
843,John Rodriguez,HR,2020-09-29,58409.43,3,john.rodriguez@uh.com
844,Anna Bailey,Analyst,2020-06-15,59749.2,2,anna.bailey@uh.com
845,Travis Lee,Designer,2022-08-27,48471.93,2,travis.lee@uh.com
846,Patrick Rivas,Developer,2023-01-06,36798.46,3,patrick.rivas@uh.com
847,Christopher Hernandez,Designer,2021-06-20,99432.88,1,christopher.hernandez@uh.com
848,James James,Designer,2020-01-31,70708.22,3,james.james@uh.com
849,Benjamin Winters,Developer,2023-04-08,64715.42,1,benjamin.winters@uh.com
850,Gabriela Allen DVM,HR,2021-01-08,34434.7,3,gabriela.allen.dvm@uh.com
851,William Robinson,HR,2020-03-20,73213.42,2,william.robinson@uh.com
852,Jasmine Proctor,Manager,2020-10-02,94188.9,2,jasmine.proctor@uh.com
853,Stephanie Estrada,Manager,2021-04-26,32154.38,1,stephanie.estrada@uh.com
854,Jennifer Walls,Designer,2023-09-28,74703.85,3,jennifer.walls@uh.com
855,Rebekah Taylor,Analyst,2021-10-13,72367.99,1,rebekah.taylor@uh.com
856,Jessica Hill,Developer,2021-03-29,35041.02,3,jessica.hill@uh.com
857,Clinton Nguyen,Developer,2020-04-17,43364.84,1,clinton.nguyen@uh.com
858,Lisa Conley,Developer,2021-05-13,41594.37,3,lisa.conley@uh.com
859,Mitchell Crawford,HR,2022-09-04,78385.63,2,mitchell.crawford@uh.com
860,Laura Holt,Developer,2023-05-27,62320.01,2,laura.holt@uh.com
861,Lori Sanders,Designer,2022-07-12,44336.9,3,lori.sanders@uh.com
862,Hannah Kane,Manager,2020-02-25,92602.54,2,hannah.kane@uh.com
863,Kevin Hicks,Developer,2021-05-11,49314.26,3,kevin.hicks@uh.com
864,Jill Becker,Developer,2022-01-25,86273.35,1,jill.becker@uh.com
865,Sarah Wagner,Developer,2020-02-27,35078.21,2,sarah.wagner@uh.com
866,Natalie Jackson,HR,2020-03-30,62119.46,3,natalie.jackson@uh.com
867,Ms. Colleen Pierce DDS,Manager,2021-09-01,66153.86,3,ms..colleen.pierce.dds@uh.com
868,Taylor Andrews,Manager,2020-01-18,98422.63,3,taylor.andrews@uh.com
869,Donna Hensley,Analyst,2020-03-11,96212.44,1,donna.hensley@uh.com
870,Melissa Mckee,Designer,2020-08-06,45740.9,3,melissa.mckee@uh.com
871,Thomas Harris,Analyst,2021-08-11,92153.17,1,thomas.harris@uh.com
872,Christian Parker,Analyst,2023-06-05,99194.51,1,christian.parker@uh.com
873,Haley Johnson,HR,2021-12-09,99491.91,1,haley.johnson@uh.com
874,Jamie Powell,HR,2021-11-23,38879.53,2,jamie.powell@uh.com
875,Gregory Terry V,Manager,2021-08-06,92851.99,3,gregory.terry.v@uh.com
876,Mary Austin,Analyst,2023-05-30,91669.75,1,mary.austin@uh.com
877,Elizabeth Dodson,Analyst,2022-05-14,94880.63,3,elizabeth.dodson@uh.com
878,Laura Hoffman,Manager,2020-05-05,42235.6,2,laura.hoffman@uh.com
879,Shannon Mendoza,Developer,2023-10-26,72730.83,2,shannon.mendoza@uh.com
880,Virginia Manning,HR,2021-09-26,58226.82,2,virginia.manning@uh.com
881,John Brown,Developer,2020-02-27,75571.52,1,john.brown@uh.com
882,Derek Ramsey,Developer,2020-07-30,68211.62,2,derek.ramsey@uh.com
883,Gabriela Smith,HR,2021-07-17,49885.0,2,gabriela.smith@uh.com
884,Erin Peterson,Manager,2022-03-03,44326.92,2,erin.peterson@uh.com
885,Alexander Vincent,Designer,2023-01-30,69696.1,3,alexander.vincent@uh.com
886,Eric Cruz,Manager,2023-04-19,37503.93,1,eric.cruz@uh.com
887,Terry Novak,Manager,2020-11-23,98903.26,1,terry.novak@uh.com
888,Jeffrey Maxwell,Analyst,2022-04-21,38791.09,3,jeffrey.maxwell@uh.com
889,Tracey Brown,Analyst,2023-01-26,71235.05,2,tracey.brown@uh.com
890,Tiffany Perez,Developer,2020-03-14,70094.9,3,tiffany.perez@uh.com
891,Alexander Gardner,Analyst,2020-10-13,51106.34,3,alexander.gardner@uh.com
892,Joy Hughes,HR,2022-05-19,54456.71,3,joy.hughes@uh.com
893,Anthony Pittman,Analyst,2022-11-08,36294.55,3,anthony.pittman@uh.com
894,John Ford,Manager,2023-08-27,72591.09,1,john.ford@uh.com
895,Emily James,HR,2020-08-27,60748.27,1,emily.james@uh.com
896,Justin Kelly,Designer,2020-09-30,69446.46,2,justin.kelly@uh.com
897,Thomas Garcia,Manager,2023-07-18,72508.67,3,thomas.garcia@uh.com
898,Christine Anderson,Manager,2020-01-10,56681.4,3,christine.anderson@uh.com
899,Candace Rich,Designer,2022-06-30,97308.6,2,candace.rich@uh.com
900,Thomas Williams,Manager,2022-03-29,73517.89,3,thomas.williams@uh.com
901,Jacob Duncan,Analyst,2020-07-02,50488.77,1,jacob.duncan@uh.com
902,Scott Fox,Manager,2022-05-23,94629.86,1,scott.fox@uh.com
903,Nicole Barr,HR,2022-05-17,36276.37,3,nicole.barr@uh.com
904,Rhonda Reynolds,Designer,2022-05-15,97232.46,1,rhonda.reynolds@uh.com
905,Anne Klein,Analyst,2021-03-09,93473.54,3,anne.klein@uh.com
906,Adrian Townsend,Designer,2020-11-25,31180.95,2,adrian.townsend@uh.com
907,Mr. Michael Townsend,Analyst,2022-12-03,69108.26,3,mr..michael.townsend@uh.com
908,Paige Morrison,Analyst,2020-03-20,65727.0,2,paige.morrison@uh.com
909,Mrs. Elizabeth Castillo,Manager,2021-01-15,95945.5,1,mrs..elizabeth.castillo@uh.com
910,Jody Rice,Manager,2022-08-25,59023.78,1,jody.rice@uh.com
911,Joshua Mcdonald,Designer,2020-05-18,63770.84,3,joshua.mcdonald@uh.com
912,Tiffany Bradshaw,Manager,2021-06-28,41182.95,2,tiffany.bradshaw@uh.com
913,Charles Maynard,Analyst,2023-01-01,78712.87,3,charles.maynard@uh.com
914,Tara Graham,Designer,2021-07-16,86172.42,3,tara.graham@uh.com
915,Michael Castillo,Designer,2023-08-11,46455.44,3,michael.castillo@uh.com
916,Jeffrey Wall,Designer,2021-03-18,48465.12,3,jeffrey.wall@uh.com
917,Tracy Weber,Designer,2022-03-17,68880.09,1,tracy.weber@uh.com
918,Lance Landry,Developer,2021-03-16,85092.41,2,lance.landry@uh.com
919,Cindy Gibson,Developer,2022-05-22,31645.65,3,cindy.gibson@uh.com
920,Dustin Roberts,Analyst,2023-02-21,82056.57,3,dustin.roberts@uh.com
921,Jordan Cameron,Manager,2023-07-02,46894.44,2,jordan.cameron@uh.com
922,Travis Weaver,Analyst,2020-09-15,99113.12,2,travis.weaver@uh.com
923,Jennifer Jackson,Analyst,2022-04-21,78664.2,1,jennifer.jackson@uh.com
924,Connie Barry,Analyst,2020-12-22,31782.94,1,connie.barry@uh.com
925,Caitlin Thompson,Developer,2022-10-24,97506.45,1,caitlin.thompson@uh.com
926,Henry Ho,Analyst,2020-08-05,70823.66,3,henry.ho@uh.com
927,Gregory Freeman,Analyst,2021-09-24,39592.12,3,gregory.freeman@uh.com
928,Stephen Soto,HR,2020-09-22,41755.24,3,stephen.soto@uh.com
929,Victoria Patrick,HR,2022-05-19,60619.83,1,victoria.patrick@uh.com
930,Charles Nixon,Designer,2021-12-31,83451.93,2,charles.nixon@uh.com
931,Keith Miller,Manager,2020-05-18,78138.28,1,keith.miller@uh.com
932,Yvonne Logan,Developer,2022-03-05,57968.41,2,yvonne.logan@uh.com
933,Amy Roy,Designer,2023-03-21,91870.13,1,amy.roy@uh.com
934,Troy Miller,HR,2022-04-17,60648.13,1,troy.miller@uh.com
935,Karen Rivers,Analyst,2022-08-01,72303.27,3,karen.rivers@uh.com
936,James Perez DVM,Designer,2023-10-05,55949.74,3,james.perez.dvm@uh.com
937,Brandon Ellis,Analyst,2021-03-15,38543.88,3,brandon.ellis@uh.com
938,Tony Steele,HR,2020-10-16,43918.12,2,tony.steele@uh.com
939,Patricia Davidson,Manager,2022-07-05,98287.02,3,patricia.davidson@uh.com
940,Jamie Edwards,Designer,2022-10-22,75497.4,1,jamie.edwards@uh.com
941,Penny Castro,Analyst,2021-03-30,85934.73,1,penny.castro@uh.com
942,Chelsey Blankenship DDS,Developer,2020-11-22,39608.16,1,chelsey.blankenship.dds@uh.com
943,Debbie Hernandez,Manager,2020-03-06,43225.05,2,debbie.hernandez@uh.com
944,Kimberly Oliver,Designer,2023-11-04,71212.6,3,kimberly.oliver@uh.com
945,Jasmine Smith,Developer,2023-04-08,77964.79,2,jasmine.smith@uh.com
946,James Brooks,Designer,2020-02-27,58311.64,3,james.brooks@uh.com
947,John Knight,HR,2020-12-02,55250.36,1,john.knight@uh.com
948,Lisa Cordova,Analyst,2023-01-03,85845.9,1,lisa.cordova@uh.com
949,Alicia Yang,HR,2021-05-04,53986.79,3,alicia.yang@uh.com
950,Mr. Robert Flynn,Manager,2022-01-12,34452.23,1,mr..robert.flynn@uh.com
951,James Williams,Developer,2022-06-24,88270.35,3,james.williams@uh.com
952,Melissa Simpson,Designer,2020-12-31,93426.21,2,melissa.simpson@uh.com
953,Amber Myers,Developer,2023-08-22,34189.91,1,amber.myers@uh.com
954,Carmen Dominguez,Analyst,2020-12-23,49617.48,2,carmen.dominguez@uh.com
955,Christopher Flores,HR,2020-05-04,86047.14,3,christopher.flores@uh.com
956,Craig Jackson,Developer,2020-09-09,50744.38,2,craig.jackson@uh.com
957,Ryan Daniels,Manager,2022-06-03,92279.79,1,ryan.daniels@uh.com
958,Michael Martin,Analyst,2023-01-21,68229.84,2,michael.martin@uh.com
959,Sarah Davis,Analyst,2023-01-07,42728.69,3,sarah.davis@uh.com
960,Tammy Underwood,Designer,2023-07-05,88827.36,1,tammy.underwood@uh.com
961,Rebecca Smith DVM,Developer,2023-10-14,44285.1,1,rebecca.smith.dvm@uh.com
962,Peter Williams,Designer,2020-12-11,62061.27,2,peter.williams@uh.com
963,Tammy Kane,Developer,2023-03-04,55622.13,3,tammy.kane@uh.com
964,Stephen Stone,Designer,2023-05-12,57182.22,1,stephen.stone@uh.com
965,Charles Hill,HR,2023-11-05,53840.36,1,charles.hill@uh.com
966,Michelle Waters,Analyst,2023-09-28,91388.87,2,michelle.waters@uh.com
967,Mary Rodriguez,Developer,2023-06-13,95105.38,3,mary.rodriguez@uh.com
968,Stacey Johnson,Manager,2023-02-08,61726.83,1,stacey.johnson@uh.com
969,Marc Hunt,Manager,2020-05-26,63433.81,3,marc.hunt@uh.com
970,Rachel Barker,Manager,2023-10-15,88993.63,3,rachel.barker@uh.com
971,Lindsay Perez MD,Analyst,2020-12-08,83336.83,3,lindsay.perez.md@uh.com
972,Eric Miller DDS,Designer,2020-01-10,38368.29,3,eric.miller.dds@uh.com
973,Andrea Young,Analyst,2020-12-22,64102.11,3,andrea.young@uh.com
974,Frank Morrison,Manager,2023-11-09,84744.95,1,frank.morrison@uh.com
975,Cindy Smith,Designer,2021-01-16,45199.29,1,cindy.smith@uh.com
976,Nicole Chambers,Developer,2022-07-20,84786.47,1,nicole.chambers@uh.com
977,Wendy Evans,Manager,2023-01-22,99405.5,1,wendy.evans@uh.com
978,Pam Rollins,HR,2022-04-16,91000.34,1,pam.rollins@uh.com
979,Megan Williams,Developer,2020-05-04,88996.43,2,megan.williams@uh.com
980,Stephen Mitchell,Analyst,2023-11-11,44978.43,2,stephen.mitchell@uh.com
981,Michael Pace,Analyst,2023-10-09,41028.82,3,michael.pace@uh.com
982,Maxwell Huerta,HR,2022-05-19,66529.85,3,maxwell.huerta@uh.com
983,Jeffery Greene,Analyst,2021-05-28,79125.6,1,jeffery.greene@uh.com
984,Michelle Phillips,Manager,2020-07-14,58290.45,1,michelle.phillips@uh.com
985,Alexander Jenkins,Developer,2020-08-01,69308.84,3,alexander.jenkins@uh.com
986,Robin Fernandez,Analyst,2023-01-04,50807.52,1,robin.fernandez@uh.com
987,Michael Austin,HR,2021-02-08,58931.41,1,michael.austin@uh.com
988,Dennis Thompson,Analyst,2022-06-08,79143.21,2,dennis.thompson@uh.com
989,James Dorsey,Manager,2023-11-02,97935.82,3,james.dorsey@uh.com
990,David Mitchell,Manager,2020-05-23,98555.95,2,david.mitchell@uh.com
991,Heidi Lopez,Analyst,2023-07-13,83173.13,3,heidi.lopez@uh.com
992,Daniel Smith,Analyst,2022-05-05,30554.08,3,daniel.smith@uh.com
993,Joseph Flynn,Manager,2021-08-07,47027.86,2,joseph.flynn@uh.com
994,Linda Hoffman,Developer,2020-02-05,77912.67,1,linda.hoffman@uh.com
995,Christopher Franco,Developer,2021-11-12,99014.16,3,christopher.franco@uh.com
996,Tara Wright,Manager,2023-04-06,40424.38,2,tara.wright@uh.com
997,Marie Perez,Analyst,2021-08-27,82355.67,2,marie.perez@uh.com
998,Cassandra Acevedo,HR,2023-06-22,59238.82,2,cassandra.acevedo@uh.com
999,Eric Bell,Analyst,2023-01-16,48881.61,3,eric.bell@uh.com
1000,John Burnett,Designer,2022-09-21,40159.88,3,john.burnett@uh.com
